"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001662","behavioral fear response","1/5","18/18842",0.0555555555555556,209.355555555556,14.4084242769261,0.00476795064817015,0.0258523755776182,0.00714228945840825,"CRH",1
"GO:0035930","corticosteroid hormone secretion","1/5","18/18842",0.0555555555555556,209.355555555556,14.4084242769261,0.00476795064817015,0.0258523755776182,0.00714228945840825,"CRH",1
"GO:0042753","positive regulation of circadian rhythm","1/5","18/18842",0.0555555555555556,209.355555555556,14.4084242769261,0.00476795064817015,0.0258523755776182,0.00714228945840825,"CRH",1
"GO:0071549","cellular response to dexamethasone stimulus","1/5","18/18842",0.0555555555555556,209.355555555556,14.4084242769261,0.00476795064817015,0.0258523755776182,0.00714228945840825,"CRH",1
"GO:0099601","regulation of neurotransmitter receptor activity","1/5","18/18842",0.0555555555555556,209.355555555556,14.4084242769261,0.00476795064817015,0.0258523755776182,0.00714228945840825,"CRH",1
"GO:0023061","signal release","2/5","430/18842",0.00465116279069767,17.5274418604651,5.64833557528954,0.00496420074916742,0.0258523755776182,0.00714228945840825,"CRH/SLC32A1",2
"GO:0002209","behavioral defense response","1/5","19/18842",0.0526315789473684,198.336842105263,14.020763427678,0.00503230255248177,0.0258523755776182,0.00714228945840825,"CRH",1
"GO:0045187","regulation of circadian sleep/wake cycle, sleep","1/5","19/18842",0.0526315789473684,198.336842105263,14.020763427678,0.00503230255248177,0.0258523755776182,0.00714228945840825,"CRH",1
"GO:0060080","inhibitory postsynaptic potential","1/5","19/18842",0.0526315789473684,198.336842105263,14.020763427678,0.00503230255248177,0.0258523755776182,0.00714228945840825,"CRH",1
"GO:0141163","positive regulation of cAMP/PKA signal transduction","1/5","19/18842",0.0526315789473684,198.336842105263,14.020763427678,0.00503230255248177,0.0258523755776182,0.00714228945840825,"CRH",1
"GO:0015711","organic anion transport","2/5","440/18842",0.00454545454545455,17.1290909090909,5.57743891956725,0.00519247495279527,0.0258523755776182,0.00714228945840825,"CRH/SLC32A1",2
"GO:0003085","negative regulation of systemic arterial blood pressure","1/5","20/18842",0.05,188.42,13.6624679099073,0.0052965982804335,0.0258523755776182,0.00714228945840825,"CRH",1
"GO:0006837","serotonin transport","1/5","20/18842",0.05,188.42,13.6624679099073,0.0052965982804335,0.0258523755776182,0.00714228945840825,"CRH",1
"GO:0042596","fear response","1/5","20/18842",0.05,188.42,13.6624679099073,0.0052965982804335,0.0258523755776182,0.00714228945840825,"CRH",1
"GO:0045472","response to ether","1/5","20/18842",0.05,188.42,13.6624679099073,0.0052965982804335,0.0258523755776182,0.00714228945840825,"CRH",1
"GO:0050802","circadian sleep/wake cycle, sleep","1/5","20/18842",0.05,188.42,13.6624679099073,0.0052965982804335,0.0258523755776182,0.00714228945840825,"CRH",1
"GO:0021854","hypothalamus development","1/5","21/18842",0.0476190476190476,179.447619047619,13.3300005029641,0.00556083784097916,0.0258523755776182,0.00714228945840825,"CRH",1
"GO:2000831","regulation of steroid hormone secretion","1/5","21/18842",0.0476190476190476,179.447619047619,13.3300005029641,0.00556083784097916,0.0258523755776182,0.00714228945840825,"CRH",1
"GO:0015874","norepinephrine transport","1/5","22/18842",0.0454545454545455,171.290909090909,13.0203932985413,0.00582502124307271,0.0258523755776182,0.00714228945840825,"CRH",1
"GO:0051953","negative regulation of amine transport","1/5","22/18842",0.0454545454545455,171.290909090909,13.0203932985413,0.00582502124307271,0.0258523755776182,0.00714228945840825,"CRH",1
"GO:0001963","synaptic transmission, dopaminergic","1/5","23/18842",0.0434782608695652,163.84347826087,12.7311350494436,0.00608914849566478,0.0258523755776182,0.00714228945840825,"CRH",1
"GO:0006536","glutamate metabolic process","1/5","23/18842",0.0434782608695652,163.84347826087,12.7311350494436,0.00608914849566478,0.0258523755776182,0.00714228945840825,"GAD1",1
"GO:0022410","circadian sleep/wake cycle process","1/5","23/18842",0.0434782608695652,163.84347826087,12.7311350494436,0.00608914849566478,0.0258523755776182,0.00714228945840825,"CRH",1
"GO:0035902","response to immobilization stress","1/5","23/18842",0.0434782608695652,163.84347826087,12.7311350494436,0.00608914849566478,0.0258523755776182,0.00714228945840825,"CRH",1
"GO:0042749","regulation of circadian sleep/wake cycle","1/5","23/18842",0.0434782608695652,163.84347826087,12.7311350494436,0.00608914849566478,0.0258523755776182,0.00714228945840825,"CRH",1
"GO:0048265","response to pain","1/5","23/18842",0.0434782608695652,163.84347826087,12.7311350494436,0.00608914849566478,0.0258523755776182,0.00714228945840825,"CRH",1
"GO:0050804","modulation of chemical synaptic transmission","2/5","486/18842",0.00411522633744856,15.5078189300412,5.27912985423663,0.00630504671582336,0.0258523755776182,0.00714228945840825,"CRH/BDNF",2
"GO:0030431","sleep","1/5","24/18842",0.0416666666666667,157.016666666667,12.4600846179652,0.00635321960770696,0.0258523755776182,0.00714228945840825,"CRH",1
"GO:0035929","steroid hormone secretion","1/5","24/18842",0.0416666666666667,157.016666666667,12.4600846179652,0.00635321960770696,0.0258523755776182,0.00714228945840825,"CRH",1
"GO:0090280","positive regulation of calcium ion import","1/5","24/18842",0.0416666666666667,157.016666666667,12.4600846179652,0.00635321960770696,0.0258523755776182,0.00714228945840825,"CRH",1
"GO:0099177","regulation of trans-synaptic signaling","2/5","488/18842",0.00409836065573771,15.444262295082,5.26709342371517,0.00635573353071013,0.0258523755776182,0.00714228945840825,"CRH/BDNF",2
"GO:0006972","hyperosmotic response","1/5","25/18842",0.04,150.736,12.2054036657939,0.00661723458814922,0.0262077317241173,0.00724046443855663,"SST",1
"GO:0042745","circadian sleep/wake cycle","1/5","25/18842",0.04,150.736,12.2054036657939,0.00661723458814922,0.0262077317241173,0.00724046443855663,"CRH",1
"GO:0010447","response to acidic pH","1/5","28/18842",0.0357142857142857,134.585714285714,11.5246984556618,0.00740894282936189,0.0289622310602328,0.00800145568721243,"SST",1
"GO:0048520","positive regulation of behavior","1/5","29/18842",0.0344827586206897,129.944827586207,11.321526959545,0.00767273337288565,0.0296088813492126,0.00818010710469591,"CRH",1
"GO:0038179","neurotrophin signaling pathway","1/5","31/18842",0.032258064516129,121.561290322581,10.9449529933966,0.0082001462082848,0.0304721482554781,0.00841860364463287,"BDNF",1
"GO:0046717","acid secretion","1/5","31/18842",0.032258064516129,121.561290322581,10.9449529933966,0.0082001462082848,0.0304721482554781,0.00841860364463287,"CRH",1
"GO:0071312","cellular response to alkaloid","1/5","31/18842",0.032258064516129,121.561290322581,10.9449529933966,0.0082001462082848,0.0304721482554781,0.00841860364463287,"CRH",1
"GO:0071548","response to dexamethasone","1/5","32/18842",0.03125,117.7625,10.7699846554312,0.00846376851804831,0.031068223462592,0.00858328257927877,"CRH",1
"GO:0032228","regulation of synaptic transmission, GABAergic","1/5","34/18842",0.0294117647058824,110.835294117647,10.4433822849351,0.00899084496641467,0.0316539094999174,0.00874509127642411,"CRH",1
"GO:0042755","eating behavior","1/5","34/18842",0.0294117647058824,110.835294117647,10.4433822849351,0.00899084496641467,0.0316539094999174,0.00874509127642411,"CRH",1
"GO:0044058","regulation of digestive system process","1/5","35/18842",0.0285714285714286,107.668571428571,10.2906272357939,0.00925429912289943,0.0316539094999174,0.00874509127642411,"CRH",1
"GO:0051154","negative regulation of striated muscle cell differentiation","1/5","35/18842",0.0285714285714286,107.668571428571,10.2906272357939,0.00925429912289943,0.0316539094999174,0.00874509127642411,"BDNF",1
"GO:0051385","response to mineralocorticoid","1/5","35/18842",0.0285714285714286,107.668571428571,10.2906272357939,0.00925429912289943,0.0316539094999174,0.00874509127642411,"CRH",1
"GO:0090278","negative regulation of peptide hormone secretion","1/5","35/18842",0.0285714285714286,107.668571428571,10.2906272357939,0.00925429912289943,0.0316539094999174,0.00874509127642411,"CRH",1
"GO:0002792","negative regulation of peptide secretion","1/5","37/18842",0.027027027027027,101.848648648649,10.0038088405238,0.00978103934517061,0.0323184813264054,0.00892869391427182,"CRH",1
"GO:0050433","regulation of catecholamine secretion","1/5","37/18842",0.027027027027027,101.848648648649,10.0038088405238,0.00978103934517061,0.0323184813264054,0.00892869391427182,"CRH",1
"GO:2000008","regulation of protein localization to cell surface","1/5","37/18842",0.027027027027027,101.848648648649,10.0038088405238,0.00978103934517061,0.0323184813264054,0.00892869391427182,"BDNF",1
"GO:0035774","positive regulation of insulin secretion involved in cellular response to glucose stimulus","1/5","38/18842",0.0263157894736842,99.1684210526316,9.86891914691024,0.0100443254288328,0.0323184813264054,0.00892869391427182,"CRH",1
"GO:0060259","regulation of feeding behavior","1/5","38/18842",0.0263157894736842,99.1684210526316,9.86891914691024,0.0100443254288328,0.0323184813264054,0.00892869391427182,"CRH",1
"GO:0010830","regulation of myotube differentiation","1/5","39/18842",0.0256410256410256,96.625641025641,9.73922048793687,0.0103075555060961,0.0323184813264054,0.00892869391427182,"BDNF",1
"GO:0050432","catecholamine secretion","1/5","39/18842",0.0256410256410256,96.625641025641,9.73922048793687,0.0103075555060961,0.0323184813264054,0.00892869391427182,"CRH",1
"GO:0140353","lipid export from cell","1/5","39/18842",0.0256410256410256,96.625641025641,9.73922048793687,0.0103075555060961,0.0323184813264054,0.00892869391427182,"CRH",1
"GO:0044060","regulation of endocrine process","1/5","40/18842",0.025,94.21,9.61438673625404,0.0105707295858958,0.0327467632004061,0.00904701623651715,"CRH",1
"GO:0009268","response to pH","1/5","41/18842",0.024390243902439,91.9121951219512,9.4941197645637,0.0108338476771664,0.0327467632004061,0.00904701623651715,"SST",1
"GO:0045776","negative regulation of blood pressure","1/5","41/18842",0.024390243902439,91.9121951219512,9.4941197645637,0.0108338476771664,0.0327467632004061,0.00904701623651715,"CRH",1
"GO:0010469","regulation of signaling receptor activity","1/5","42/18842",0.0238095238095238,89.7238095238095,9.37814642808089,0.0110969097888419,0.0327467632004061,0.00904701623651715,"CRH",1
"GO:0021536","diencephalon development","1/5","42/18842",0.0238095238095238,89.7238095238095,9.37814642808089,0.0110969097888419,0.0327467632004061,0.00904701623651715,"CRH",1
"GO:0042220","response to cocaine","1/5","42/18842",0.0238095238095238,89.7238095238095,9.37814642808089,0.0110969097888419,0.0327467632004061,0.00904701623651715,"CRH",1
"GO:0048512","circadian behavior","1/5","44/18842",0.0227272727272727,85.6454545454546,9.15809754874379,0.0116228661091391,0.0339658514451541,0.00938381627615727,"CRH",1
"GO:0007622","rhythmic behavior","1/5","45/18842",0.0222222222222222,83.7422222222222,9.0535785696081,0.0118857603356235,0.0340725129621207,0.00941328387482964,"CRH",1
"GO:0090279","regulation of calcium ion import","1/5","45/18842",0.0222222222222222,83.7422222222222,9.0535785696081,0.0118857603356235,0.0340725129621207,0.00941328387482964,"CRH",1
"GO:1990090","cellular response to nerve growth factor stimulus","1/5","47/18842",0.0212765957446809,80.1787234042553,8.85456779294659,0.0124113809659148,0.0352436384032108,0.00973683313115458,"BDNF",1
"GO:0033555","multicellular organismal response to stress","1/5","48/18842",0.0208333333333333,78.5083333333333,8.75972583783556,0.0126741073875782,0.0356533301276734,0.00985001951420247,"CRH",1
"GO:0060986","endocrine hormone secretion","1/5","49/18842",0.0204081632653061,76.9061224489796,8.66778036123753,0.0129367778921573,0.0357929471987576,0.0098885918122114,"CRH",1
"GO:0021766","hippocampus development","1/5","50/18842",0.02,75.368,8.57858601926134,0.0131993924885784,0.0357929471987576,0.0098885918122114,"SLC32A1",1
"GO:0141161","regulation of cAMP/PKA signal transduction","1/5","50/18842",0.02,75.368,8.57858601926134,0.0131993924885784,0.0357929471987576,0.0098885918122114,"CRH",1
"GO:1990089","response to nerve growth factor","1/5","50/18842",0.02,75.368,8.57858601926134,0.0131993924885784,0.0357929471987576,0.0098885918122114,"BDNF",1
"GO:0071385","cellular response to glucocorticoid stimulus","1/5","51/18842",0.0196078431372549,73.8901960784314,8.49200748605325,0.0134619511857665,0.0361789938117476,0.00999524571123643,"CRH",1
"GO:0051937","catecholamine transport","1/5","53/18842",0.0188679245283019,71.1018867924528,8.32620149810449,0.0139869009181401,0.0366584349001937,0.0101277018958395,"CRH",1
"GO:0051965","positive regulation of synapse assembly","1/5","53/18842",0.0188679245283019,71.1018867924528,8.32620149810449,0.0139869009181401,0.0366584349001937,0.0101277018958395,"BDNF",1
"GO:0008306","associative learning","1/5","54/18842",0.0185185185185185,69.7851851851852,8.2467460867278,0.0142492919711716,0.0366584349001937,0.0101277018958395,"CRH",1
"GO:0051932","synaptic transmission, GABAergic","1/5","54/18842",0.0185185185185185,69.7851851851852,8.2467460867278,0.0142492919711716,0.0366584349001937,0.0101277018958395,"CRH",1
"GO:0170041","non-proteinogenic amino acid metabolic process","1/5","54/18842",0.0185185185185185,69.7851851851852,8.2467460867278,0.0142492919711716,0.0366584349001937,0.0101277018958395,"GAD1",1
"GO:0015804","neutral amino acid transport","1/5","55/18842",0.0181818181818182,68.5163636363636,8.16944924060077,0.0145116271606619,0.037016947248807,0.0102267488464968,"SLC32A1",1
"GO:0061178","regulation of insulin secretion involved in cellular response to glucose stimulus","1/5","56/18842",0.0178571428571429,67.2928571428571,8.09421432052628,0.0147739064955317,0.0373692929004625,0.0103240921109863,"CRH",1
"GO:0046888","negative regulation of hormone secretion","1/5","57/18842",0.0175438596491228,66.1122807017544,8.02095064348246,0.0150361299847003,0.0377156260449565,0.0104197742876432,"CRH",1
"GO:0021675","nerve development","1/5","59/18842",0.0169491525423729,63.871186440678,7.88000132691938,0.0155604094616083,0.038100496844974,0.0105261033423779,"BDNF",1
"GO:0034394","protein localization to cell surface","1/5","60/18842",0.0166666666666667,62.8066666666667,7.81216013897006,0.0158224654671819,0.038100496844974,0.0105261033423779,"BDNF",1
"GO:0050772","positive regulation of axonogenesis","1/5","60/18842",0.0166666666666667,62.8066666666667,7.81216013897006,0.0158224654671819,0.038100496844974,0.0105261033423779,"BDNF",1
"GO:0051148","negative regulation of muscle cell differentiation","1/5","60/18842",0.0166666666666667,62.8066666666667,7.81216013897006,0.0158224654671819,0.038100496844974,0.0105261033423779,"BDNF",1
"GO:0071384","cellular response to corticosteroid stimulus","1/5","60/18842",0.0166666666666667,62.8066666666667,7.81216013897006,0.0158224654671819,0.038100496844974,0.0105261033423779,"CRH",1
"GO:0043627","response to estrogen","1/5","62/18842",0.0161290322580645,60.7806451612903,7.68138895377502,0.0163464100571482,0.0390497573587429,0.0107883575147428,"CRH",1
"GO:0015800","acidic amino acid transport","1/5","63/18842",0.0158730158730159,59.815873015873,7.61832857313645,0.0166082986593693,0.0390554523161731,0.0107899308724521,"SLC32A1",1
"GO:0035773","insulin secretion involved in cellular response to glucose stimulus","1/5","63/18842",0.0158730158730159,59.815873015873,7.61832857313645,0.0166082986593693,0.0390554523161731,0.0107899308724521,"CRH",1
"GO:0015844","monoamine transport","1/5","65/18842",0.0153846153846154,57.9753846153846,7.49655874933824,0.017131908522853,0.0396669574259903,0.0109588726583432,"CRH",1
"GO:0141156","cAMP/PKA signal transduction","1/5","65/18842",0.0153846153846154,57.9753846153846,7.49655874933824,0.017131908522853,0.0396669574259903,0.0109588726583432,"CRH",1
"GO:0008652","amino acid biosynthetic process","1/5","67/18842",0.0149253731343284,56.244776119403,7.38022758635914,0.0176552953244665,0.0402594234292759,0.0111225544707564,"GAD1",1
"GO:0051952","regulation of amine transport","1/5","67/18842",0.0149253731343284,56.244776119403,7.38022758635914,0.0176552953244665,0.0402594234292759,0.0111225544707564,"CRH",1
"GO:0022898","regulation of transmembrane transporter activity","1/5","72/18842",0.0138888888888889,52.3388888888889,7.11068901275591,0.0189627869005387,0.0429157808801664,0.0118564318570839,"CRH",1
"GO:0006970","response to osmotic stress","1/5","73/18842",0.0136986301369863,51.6219178082192,7.060095331672,0.0192241180707835,0.0431825338754167,0.0119301282607376,"SST",1
"GO:0032370","positive regulation of lipid transport","1/5","77/18842",0.012987012987013,48.9402597402597,6.86756168511962,0.0202688858986553,0.0451059236842511,0.0124615071552923,"CRH",1
"GO:0061387","regulation of extent of cell growth","1/5","78/18842",0.0128205128205128,48.3128205128205,6.82173015528142,0.0205299386868518,0.0451059236842511,0.0124615071552923,"BDNF",1
"GO:0070509","calcium ion import","1/5","78/18842",0.0128205128205128,48.3128205128205,6.82173015528142,0.0205299386868518,0.0451059236842511,0.0124615071552923,"CRH",1
"GO:0043279","response to alkaloid","1/5","79/18842",0.0126582278481013,47.7012658227848,6.77676095585047,0.0207909358253386,0.0453483455320792,0.0125284815423475,"CRH",1
"GO:0032024","positive regulation of insulin secretion","1/5","80/18842",0.0125,47.105,6.73262711919161,0.0210518773230135,0.0455871588073889,0.0125944589815832,"CRH",1
"GO:0003073","regulation of systemic arterial blood pressure","1/5","82/18842",0.0121951219512195,45.9560975609756,6.64676343784376,0.021573593431514,0.0463832258777551,0.0128143900833805,"CRH",1
"GO:0051153","regulation of striated muscle cell differentiation","1/5","83/18842",0.0120481927710843,45.4024096385542,6.60498524362357,0.0218343680601304,0.0466109559297819,0.0128773055375162,"BDNF",1
"GO:0007631","feeding behavior","1/5","86/18842",0.0116279069767442,43.8186046511628,6.48399591095131,0.022616358350169,0.0476050619818242,0.0131519492798185,"CRH",1
"GO:0050795","regulation of behavior","1/5","86/18842",0.0116279069767442,43.8186046511628,6.48399591095131,0.022616358350169,0.0476050619818242,0.0131519492798185,"CRH",1
"GO:0007613","memory","1/5","87/18842",0.0114942528735632,43.3149425287356,6.44504502226628,0.0228769106112189,0.0478190978748395,0.0132110814202214,"CRH",1
"GO:0043648","dicarboxylic acid metabolic process","1/5","88/18842",0.0113636363636364,42.8227272727273,6.40675089419488,0.0231374073026046,0.0479098801251564,0.0132361620209385,"GAD1",1
"GO:0015837","amine transport","1/5","89/18842",0.0112359550561798,42.3415730337079,6.36909507587652,0.0233978484332159,0.0479098801251564,0.0132361620209385,"CRH",1
"GO:0050886","endocrine process","1/5","89/18842",0.0112359550561798,42.3415730337079,6.36909507587652,0.0233978484332159,0.0479098801251564,0.0132361620209385,"CRH",1
"GO:0022600","digestive system process","1/5","91/18842",0.010989010989011,41.410989010989,6.29562812298704,0.0239185640476676,0.0483505337521305,0.0133579023130558,"CRH",1
"GO:0170040","proteinogenic amino acid catabolic process","1/5","92/18842",0.0108695652173913,40.9608695652174,6.25978353991044,0.0241788385492814,0.0483505337521305,0.0133579023130558,"GAD1",1
"GO:0016101","diterpenoid metabolic process","1/5","93/18842",0.010752688172043,40.5204301075269,6.22451030459644,0.0244390575256684,0.0483505337521305,0.0133579023130558,"CRH",1
"GO:0051928","positive regulation of calcium ion transport","1/5","93/18842",0.010752688172043,40.5204301075269,6.22451030459644,0.0244390575256684,0.0483505337521305,0.0133579023130558,"CRH",1
"GO:0060291","long-term synaptic potentiation","1/5","93/18842",0.010752688172043,40.5204301075269,6.22451030459644,0.0244390575256684,0.0483505337521305,0.0133579023130558,"CRH",1
"GO:1901890","positive regulation of cell junction assembly","1/5","95/18842",0.0105263157894737,39.6673684210526,6.15561766630773,0.024959328938298,0.0483505337521305,0.0133579023130558,"BDNF",1
"GO:0007612","learning","1/5","96/18842",0.0104166666666667,39.2541666666667,6.12196953286614,0.0252193813923073,0.0483505337521305,0.0133579023130558,"CRH",1
"GO:0170035","L-amino acid catabolic process","1/5","96/18842",0.0104166666666667,39.2541666666667,6.12196953286614,0.0252193813923073,0.0483505337521305,0.0133579023130558,"GAD1",1
"GO:1901655","cellular response to ketone","1/5","96/18842",0.0104166666666667,39.2541666666667,6.12196953286614,0.0252193813923073,0.0483505337521305,0.0133579023130558,"CRH",1
"GO:1905954","positive regulation of lipid localization","1/5","96/18842",0.0104166666666667,39.2541666666667,6.12196953286614,0.0252193813923073,0.0483505337521305,0.0133579023130558,"CRH",1
